"location","failed filters","passed filters","snps","mnps","insertions","deletions","indels","breakends","symbolic svs","same as reference","phased genotypes","snp transitions/transversions","total het/hom ratio","snp het/hom ratio","mnp het/hom ratio","insertion het/hom ratio","deletion het/hom ratio","indel het/hom ratio","breakend het/hom ratio","symbolic sv het/hom ratio","insertion/deletion ratio","indel/snp+mnp ratio","partial genotype","total haploid","haploid snps","haploid mnps","haploid insertions","haploid deletions","haploid indels","no genotypes","missing genotype","sample name","haploid symbolic svs","complex called","de novo genotypes","total polyploid","polyploid snps","polyploid mnps","polyploid insertions","polyploid deletions","polyploid indels","md5key"
"1e99b0bc4ff34f969475214067de08d9/HG005.hifiasm_pat.sniffles.vcf","341","27499","0","0","0","0","13499","701","12336","963","- (0/0)","0.04 (1116/25420)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","0.02 (207/13292)","1.75 (446/255)","0.04 (463/11873)","- (0/0)","- (13499/0)",,,,,,,,,,,,,,,,,,,,,"1e99b0bc4ff34f969475214067de08d9"
"68c285e44ab2a4ab1b609438ec94cba7/HG003-multiall-fullcombine.vcf.gz","0","3562663","3187510","0","184268","188532","2353","0",,,"1.43 (2096462/1466201)","1.41 (1862493/1325017)","- (0/0)","1.52 (111168/73100)","1.77 (120448/68084)","- (2353/0)","0.98 (184268/188532)","0.12 (375153/3187510)",,,,,,,,,,,,,,,,,,,,,,,,"68c285e44ab2a4ab1b609438ec94cba7"
"d6c9dee4f7d8b5de147d785fb6225879/NA24694-combined_S1.vcf","253140","4380920","3638650","719","377161","336120","28270","0","4922","4922","0","0","0","0","2.06 (3523082/1708254)","1.30 (2474196/1901802)","1.28 (2042246/1591482)","1.79 (461/258)","1.22 (207516/169645)","1.47 (200201/135919)","5.29 (23772/4498)","1.12 (377161/336120)",,,,,,,,,,,,,,,,,,,,"d6c9dee4f7d8b5de147d785fb6225879"
"2c4a15dae1da4d664c50c574390c71b4/HG2_IFid_mega_0318.l100c500.no_ns.vcf.gz","0","14368","0","0","3063","9313","1992","0","11116","0","0","1873","7671","1572","- (0/0)","- (3252/0)","- (0/0)","- (0/0)","- (1190/0)","- (1642/0)","- (420/0)","0.33 (3063/9313)",,,,,,,,,,,,,,,,,,,,"2c4a15dae1da4d664c50c574390c71b4"
"fb321b2df4f17721716c9a6275c78a30/HG004run02_S1.CNV.vcf","0","356","356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fb321b2df4f17721716c9a6275c78a30"
"9fd5db95ac43a2d64f348864a4e54765/HG005.GRCh38_no_alt.svim.vcf","4271","191184","0","0","0","0","0","26159","0","165025","- (0/0)","1.23 (14442/11717)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","1.23 (14442/11717)","- (0/0)","- (0/0)",,,,,,,,,,,,,,,,,,,,,,"9fd5db95ac43a2d64f348864a4e54765"
"90f2829dee5477ad536bf89c26b2a3aa/HG002_bkscan_deletion_v1.0_05051017_Ill_withID_gt19bp.sort.vcf.gz","0","1623","1623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90f2829dee5477ad536bf89c26b2a3aa"
"a99ef26cbcb8b91d08f92f1e8f9e0e1b/HG002_bkscan_deletion_v1.0_05051017_PB_withID_gt19bp.sort.vcf.gz","0","1223","1223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a99ef26cbcb8b91d08f92f1e8f9e0e1b"
"9ec8c1e79a78432d8c9c5e5ee40eb5cb/HG3_PBcR_MHAP.l100c500.no_ns_refalt_head.vcf.gz","0","7410","0","0","3273","2993","1144","0","3225","0","0","318","1944","963","- (0/0)","- (4185/0)","- (0/0)","- (0/0)","- (2955/0)","- (1049/0)","- (181/0)","1.09 (3273/2993)",,,,,,,,,,,,,,,,,,,,"9ec8c1e79a78432d8c9c5e5ee40eb5cb"
"52166ae078f73d286834134fb379991f/NA24385_GRCh37.vcf.gz","249144","4520634","3861121","0","309966","344477","4971","99",,,"1.40 (2640502/1880033)","1.48 (2301936/1559185)","- (0/0)","0.90 (147226/162740)","1.18 (186470/158007)","48.22 (4870/101)","0.90 (309966/344477)","0.17 (659414/3861121)",,,,,,,,,,,,,,,,,,,,,,,,"52166ae078f73d286834134fb379991f"
"3993d69c6a9738e75bf75ccbf6d2c25f/HG004.commonlaw.deletions.bilkentuniv.082815_withID_gt19bp.sort.vcf.gz","0","830","830",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3993d69c6a9738e75bf75ccbf6d2c25f"
"607f7d830322037cfe2c589c27cc1354/HG003-250bp-All-good_S1.genome.vcf.gz","13509618","352742460","3640742","549","301424","298471","23584","348477039","651","2874","2874","0","0","0","0","2.07 (3417047/1653698)","1.59 (2613493/1648403)","1.55 (2209055/1428813)","2.52 (393/156)","1.66 (188193/113231)","1.90 (195664/102807)","5.94 (20188/3396)",,,,,,,,,,,,,,,,,,,,"607f7d830322037cfe2c589c27cc1354"
"4e81dfae829e833fbc7b7724748000ac/HG002.140528_D00360_0018_AH8VC6ADXX.realigned.recalibrated.breakseq.vcf","228","2130","0","0","0","0","0","2130","0",,"6.86 (1859/271)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","6.86 (1859/271)","- (0/0)","- (0/0)",,,,,,,,,,,,,,,,,,,,,,,"4e81dfae829e833fbc7b7724748000ac"
"6c9b03c0ff914d54fc83926dc46a1351/NA24143_phased_variants.vcf.gz","0","3648822","3254486","0","194104","197424","2808","0",,,"1.57 (2227377/1421445)","1.54 (1971861/1282625)","- (0/0)","1.69 (121953/72151)","1.96 (130755/66669)","- (2808/0)","0.98 (194104/197424)","0.12 (394336/3254486)",,,,,,,,,,,,,,,,,,,,,,,,"6c9b03c0ff914d54fc83926dc46a1351"
"00961c1c69ff07e55e4bc327b442421f/HG005.GRCh38.gatk_hc.vcf.gz","560118","4678612","3876258","0","393433","381794","11415","105","15607",,"1.44 (2762710/1915797)","1.38 (2250381/1625877)","- (0/0)","1.48 (234549/158884)","1.91 (250758/131036)","- (11415/0)","1.03 (393433/381794)","0.20 (786642/3876258)",,,,,,,,,,,,,,,,,,,,,,,,"00961c1c69ff07e55e4bc327b442421f"
"0bff17253b9c2bb3017dd0409c535af4/HG2_PBcR_MHAP.l100c500.no_ns.vcf.gz","0","8385","0","0","3991","3173","1221","0","3470","0","0","417","2013","1040","- (0/0)","- (4915/0)","- (0/0)","- (0/0)","- (3574/0)","- (1160/0)","- (181/0)","1.26 (3991/3173)",,,,,,,,,,,,,,,,,,,,"0bff17253b9c2bb3017dd0409c535af4"
"36b7eab0fb7510b4279b68c6e9a515ff/NA24143_GRCh38_large_svs.vcf.gz","6574","22","0","0","0","0","0","4","18","0","- (21/0)","- (0/0)","21.00 (21/1)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","- (4/0)","17.00 (17/1)","- (0/0)","- (0/0)",,,,,,,,,,,,,,,,,,,,"36b7eab0fb7510b4279b68c6e9a515ff"
"618faeebed7751627400bc6bbad5903f/HG003Run03_S1.genome.vcf.gz","6071846","40965679","3339825","0","371084","386515","18288","36849967","201","201","0","0","0","0","2.09 (3169421/1518709)","1.47 (2450864/1664647)","1.48 (1994506/1345118)","- (0/0)","1.29 (209057/162027)","1.45 (229013/157502)","- (18288/0)","0.96 (371084/386515)",,,,,,,,,,,,,,,,,,,,"618faeebed7751627400bc6bbad5903f"
"6136e3c18a43776cdaf24a587fe2ea28/HG007.GRCh38.pbsv.vcf.gz","1790","52138","101","0","0","24251","21419","0","3624","2739","0","4","- (0/0)","1.66 (32491/19542)","- (0/0)","- (0/0)","1.51 (14577/9674)","1.46 (12717/8702)","- (0/0)","61.48 (3566/58)","1.47 (1631/1108)","1.13 (24251/21419)",,,,,,,,,,,,,,,,,,,,"6136e3c18a43776cdaf24a587fe2ea28"
"7326b7a38d05668458b5e87f4d8234b1/HG004_AJ_tardis.filtered.noINV_decomposed_norm.vcf.gz","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7326b7a38d05668458b5e87f4d8234b1"
"e2dfd09cf1bb82c56e1f885785a772fb/HG003.140701_D00360_0032_AHA0KGADXX.realigned.recalibrated.delly.noLowQual.noIMPRECISE_withID_gt19bp.sort.vcf.gz","0","955","0","0","0","0","0","946","9",,"1.56 (576/370)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","1.56 (576/370)","- (0/0)","- (0/0)",,,,,,,,,,,,,,,,,,,,,,,"e2dfd09cf1bb82c56e1f885785a772fb"
"f114e88377cf4bad3a034b584fd6dc95/HG002_ALLCHROM_hs37d5_novoalign_Ilmn150bp300X_FB.vcf.gz","0","4876382","3885943","102876","410947","394431","82185","0",,,"1.68 (2436981/1448962)","2.67 (74854/28022)","1.89 (268782/142165)","1.89 (257785/136646)","4.97 (68410/13775)","1.04 (410947/394431)","0.22 (887563/3988819)",,,,,,,,,,,,,,,,,,,,,,,,,"f114e88377cf4bad3a034b584fd6dc95"
"213f400411b3a76c030ff67a94b58aee/HG2_10X_pseu2.2_0916.l100c500.vcf.gz","0","12596","0","0","2796","7582","2218","0","12574","0","0","2786","7572","2216","- (0/0)","- (22/0)","- (0/0)","- (0/0)","- (10/0)","- (10/0)","- (2/0)","0.37 (2796/7582)",,,,,,,,,,,,,,,,,,,,"213f400411b3a76c030ff67a94b58aee"
"46704116b082a2fc1ad2cadda8dbb19d/HG003Run01_S1.SV.vcf","185","16906","0","0","0","0","0","0","16906",,"- (0/0)","- (0/0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46704116b082a2fc1ad2cadda8dbb19d"
"27d9f031120197f8bf363c4657b31f17/HG2_10X_PBhap2_1117.l100c500.no_ns.vcf.gz","0","9961","0","0","4783","3396","1782","0","9934","0","0","4771","3388","1775","- (0/0)","- (27/0)","- (0/0)","- (0/0)","- (12/0)","- (8/0)","- (7/0)","1.41 (4783/3396)",,,,,,,,,,,,,,,,,,,,"27d9f031120197f8bf363c4657b31f17"
"47292c1c4d76440e959a52b9e5005e57/NA24143_GRCh37.vcf.gz","315202","4515075","3871710","0","296904","342133","4232","96",,,"1.46 (2681266/1833713)","1.56 (2359552/1512158)","- (0/0)","0.83 (134565/162339)","1.15 (182990/159143)","56.97 (4159/73)","0.87 (296904/342133)","0.17 (643269/3871710)",,,,,,,,,,,,,,,,,,,,,,,,"47292c1c4d76440e959a52b9e5005e57"
"8b0dc277a4819f33ca98f4c77261dfb1/HG003_Bina_MetaSV_10142016.vcf.gz","65751","7216","0","226","1769","4000","0","1221","0",,"2.41 (5097/2119)","- (0/0)","16.38 (213/13)","1.57 (1080/689)","2.99 (2997/1003)","- (0/0)","1.95 (807/414)","0.44 (1769/4000)","25.53 (5769/226)",,,,,,,,,,,,,,,,,,,,,,,"8b0dc277a4819f33ca98f4c77261dfb1"
"e251ec0800d176e31c5a248a557bd1f8/call-filter.vcf","0","3981","0","0","0","0","0","2925","1056","0","- (0/0)","9.94 (3617/364)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","8.35 (2612/313)","19.71 (1005/51)","- (0/0)","- (0/0)",,,,,,,,,,,,,,,,,,,,,"e251ec0800d176e31c5a248a557bd1f8"
"c174ff85cb1d9159b1a2040ef31fc77d/HG002_grch38_dipcall.vcf.gz","576377","5027092","4061081","0","462886","451601","17911","0","33613",,"1.85 (3734435/2021347)","1.40 (2927912/2096853)","1.41 (2375723/1685358)","- (0/0)","1.20 (252539/210347)","1.25 (250468/201133)","1193.07 (17896/15)","1.02 (462886/451601)","0.23 (932398/4061081)",,,,,,,,,,,,,,,,,,,,,,,"c174ff85cb1d9159b1a2040ef31fc77d"
"1c389daf99698fdf497a0ce34e930562/NA24385.GRCh38.dels.reformatted.vcf.gz","60","3887","0","0","0","3887","0","0",,,"1.57 (2376/1511)","- (0/0)","- (0/0)","- (0/0)","1.57 (2376/1511)","- (0/0)","0.00 (0/3887)","- (3887/0)",,,,,,,,,,,,,,,,,,,,,,,,"1c389daf99698fdf497a0ce34e930562"
"2fe2155161def95e110dc7b4a21f2329/HG2_MCha_h0pol_0218.l100c500.no_ns.vcf.gz","0","11564","0","0","5658","4385","1521","0","11499","0","0","5631","4359","1509","- (0/0)","- (65/0)","- (0/0)","- (0/0)","- (27/0)","- (26/0)","- (12/0)","1.29 (5658/4385)",,,,,,,,,,,,,,,,,,,,"2fe2155161def95e110dc7b4a21f2329"
"e6598c250ef703f642c9f9b5a415bc7d/NA24149_hg19_deletions.vcf.gz","0","3655","0","0","0","3655","0","0",,,"2.23 (2522/1133)","- (0/0)","- (0/0)","- (0/0)","2.23 (2522/1133)","- (0/0)","0.00 (0/3655)","- (3655/0)",,,,,,,,,,,,,,,,,,,,,,,,"e6598c250ef703f642c9f9b5a415bc7d"
"b97edbab126221c03fec3b05b2b60e9d/150506-HG005-Homogeneity-FCB-Combined_S1.SV.vcf","1549","6049","0","2","949","3057","977","58","1006","0","- (0/0)","2.53 (4333/1716)","- (0/0)","1.00 (1/1)","1.87 (618/331)","2.47 (2176/881)","2.39 (689/288)","- (58/0)","3.68 (791/215)","0.31 (949/3057)","2491.50 (4983/2)",,,,,,,,,,,,,,,,,,,,,"b97edbab126221c03fec3b05b2b60e9d"
"70ae4148e3eece181c129cba4f645a21/HG002.140528_D00360_0018_AH8VC6ADXX.realigned.recalibrated.breakseq_refalt_head.vcf.gz","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70ae4148e3eece181c129cba4f645a21"
"ba81520b8d268754342030c2c6a2cd5e/HG004_GRCh38_CHROM1-22_10xGenomics.vcf.gz","1460076","4578195","3773345","0","389562","404728","10560","0",,,"1.61 (2821591/1756604)","1.61 (2327684/1445661)","- (0/0)","1.36 (224624/164938)","1.77 (258723/146005)","- (10560/0)","0.96 (389562/404728)","0.21 (804850/3773345)",,,,,,,,,,,,,,,,,,,,,,,,"ba81520b8d268754342030c2c6a2cd5e"
"bcbf150a9898c4858f8e9b42c7609341/HG2_p_and_a_ctg.l100c500.vcf.gz","0","13872","0","0","6759","4491","2622","0","10163","0","0","4941","3277","1945","- (0/0)","- (3709/0)","- (0/0)","- (0/0)","- (1818/0)","- (1214/0)","- (677/0)","1.51 (6759/4491)",,,,,,,,,,,,,,,,,,,,"bcbf150a9898c4858f8e9b42c7609341"
"d36c0683e85874c7763c08d727488101/breakscan_v1.1_SVs_insertions.vcf","0","2193","2193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"d36c0683e85874c7763c08d727488101"
"ca2997bbdea1d9bd1de248ca4eb8e0a3/gatk4hc_HG002_15kb_36X_SequelII.vcf.gz","264087","4595611","3807702","0","378902","382279","11551","57","15120",,"1.67 (2873846/1721708)","1.63 (2357907/1449795)","- (0/0)","1.62 (234128/144774)","2.01 (255140/127139)","- (11551/0)","0.99 (378902/382279)","0.20 (772732/3807702)",,,,,,,,,,,,,,,,,,,,,,,,"ca2997bbdea1d9bd1de248ca4eb8e0a3"
"bea82a87791a41c5792f9a9e73eba1c4/HG2_Dove_Falc_0417.l100c500.no_ns.vcf.gz","0","12982","0","0","6490","4254","2238","0","9443","0","0","4748","3092","1603","- (0/0)","- (3539/0)","- (0/0)","- (0/0)","- (1742/0)","- (1162/0)","- (635/0)","1.53 (6490/4254)",,,,,,,,,,,,,,,,,,,,"bea82a87791a41c5792f9a9e73eba1c4"
"750bfb742446fb4596e898fb1130c4e9/NA24695.GRCh38.large_svs.vcf.gz","6520","239","0","0","0","0","0","8","231","0","- (26/0)","- (0/0)","38.83 (233/6)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","3.00 (6/2)","56.75 (227/4)","- (0/0)","- (0/0)",,,,,,,,,,,,,,,,,,,,"750bfb742446fb4596e898fb1130c4e9"
"354c1cb0e6573dbe38d52e1c8927f002/cortex.vcf.gz","255257","2723554",,"1869442","0","84108","90786","2862","676356",,"41765","37487","0","2162","2067","49","2.07 (1759359/850369)","1.46 (1190345/815088)","1.47 (1091669/740286)","- (0/0)","1.12 (43299/38647)","1.55 (53947/34772)",,,,,,,,,,,,,,,,,,,,"354c1cb0e6573dbe38d52e1c8927f002"
"8853b1535d84fa4e4f0dc1d9f2b9363d/HG4_megahit.l100c500.no_ns.vcf.gz","0","3789","0","0","1355","1955","479","0","3787","0","0","1355","1953","479","- (0/0)","- (2/0)","- (0/0)","- (0/0)","- (0/0)","- (2/0)","- (0/0)","0.69 (1355/1955)",,,,,,,,,,,,,,,,,,,,"8853b1535d84fa4e4f0dc1d9f2b9363d"
"8e27b33e3fb80ce9a936cbf5cdea5457/150430-HG005-Homogeneity-FCB-Combined_S1.SV.vcf","1491","6138","0","1","981","3134","999","62","961","0","- (0/0)","2.38 (4324/1814)","- (0/0)","- (1/0)","1.95 (648/333)","2.26 (2172/962)","2.28 (694/305)","- (62/0)","3.49 (747/214)","0.31 (981/3134)","5114.00 (5114/1)",,,,,,,,,,,,,,,,,,,,,"8e27b33e3fb80ce9a936cbf5cdea5457"
"725dede3bfb68f3b81d3fda3309376b9/NISTIntegratedCalls_13datasets_130719_allcall_UGHapMerge_HomRef_VQSRv2.17_all_bias_nouncert_excludesimplerep_excludesegdups_excludedecoy_excludeRepSeqSTRs_noCNVs.vcf.gz","0","55816","0","0","0","0","0","55816",,,"- (0/0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"725dede3bfb68f3b81d3fda3309376b9"
"740bf99365ac85df11565f33922a5ffb/HG2_IFid_mega_0318.l100c500.no_ns.vcf.gz","0","14436","0","0","3071","9372","1993","0","11171","0","0","1875","7722","1574","- (0/0)","- (3265/0)","- (0/0)","- (0/0)","- (1196/0)","- (1650/0)","- (419/0)","0.33 (3071/9372)",,,,,,,,,,,,,,,,,,,,"740bf99365ac85df11565f33922a5ffb"
"d55cdc93afebf11756cbdfd489b047c7/HG003_GRCh37_CHROM1-MT_novoalign_Ilmn150bp300X_FB_min20bp.vcf.gz","0","23577","12","90","14241","5709","3525","0",,,"0.09 (1/11)","- (90/0)","9.22 (12848/1393)","1.52 (3443/2266)","8.99 (3172/353)","2.49 (14241/5709)","230.15 (23475/102)",,,,,,,,,,,,,,,,,,,,,,,,,"d55cdc93afebf11756cbdfd489b047c7"
"a6246dd031e0769685bceabf7f34a5be/HG2_Dove_MHAP_0417.l100c500.no_ns.vcf.gz","0","12007","0","0","5810","4215","1982","0","10741","0","0","5300","3787","1654","- (0/0)","- (1266/0)","- (0/0)","- (0/0)","- (510/0)","- (428/0)","- (328/0)","1.38 (5810/4215)",,,,,,,,,,,,,,,,,,,,"a6246dd031e0769685bceabf7f34a5be"
"be7791d2d7603395c9f3bf1297b787e1/NA12878_100x.vcf.gz","0","824423","0","0","37757","42690","7083","733408","3485",,"2.05 (58878/28652)","- (0/0)","- (0/0)","2.59 (27239/10518)","1.35 (24556/18134)","- (7083/0)","0.88 (37757/42690)","- (87530/0)",,,,,,,,,,,,,,,,,,,,,,,,"be7791d2d7603395c9f3bf1297b787e1"
"2dda5b7dc9fdb34b2ed84d8f41b6de59/NA24385.GRCh38.large_svs.vcf.gz","9348","237","0","0","0","0","0","16","221","0","- (31/0)","- (0/0)","236.00 (236/1)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","- (16/0)","220.00 (220/1)","- (0/0)","- (0/0)",,,,,,,,,,,,,,,,,,,,"2dda5b7dc9fdb34b2ed84d8f41b6de59"
"9565a47063f7ffca9a69c9b427e9d645/HG2_IFid_pseu2.1_0118.l100c500.vcf.gz","0","19803","0","0","5780","7819","6204","0","19652","0","0","5715","7763","6174","- (0/0)","- (151/0)","- (0/0)","- (0/0)","- (65/0)","- (56/0)","- (30/0)","0.74 (5780/7819)",,,,,,,,,,,,,,,,,,,,"9565a47063f7ffca9a69c9b427e9d645"
"a3117bef1ec9cacde89f9a183b5099ce/NA24631.GRCh38.dels.vcf.gz","83","4550","0","0","0","0","0","4550","0",,"- (0/0)","1.13 (2415/2135)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","1.13 (2415/2135)","- (0/0)","- (0/0)",,,,,,,,,,,,,,,,,,,,,,"a3117bef1ec9cacde89f9a183b5099ce"
"118c6bc231928d86b67f9ee2b56c374e/family.merged.avr_0.1.vcf.gz","803844","6211745","1569360",,"3813542","46969","377510","383248","39471","1551005","115864","90934","1314","11569","11655","392","1.94 (3544871/1823204)","1.45 (2692305/1852571)","1.40 (2170845/1551763)","1.27 (25499/20156)","1.68 (229439/136502)","1.67 (232526/139067)",,,,,,,,,,,,,,,,,,,,"118c6bc231928d86b67f9ee2b56c374e"
"4ee3d061fed8ffce1d4267c942d919f9/HG002_150bp_50x_fermikit.sv_decomposed_norm.vcf.gz","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4ee3d061fed8ffce1d4267c942d919f9"
"e4484fce435aee8bf9d0c4519f504e58/HG002.hifiasm_mat.deepvariant.vcf","2326662","3192855","2589719","0","288184","312166","2748","38",,,"1517.90 (2588014/1705)","- (0/0)","41.04 (281329/6855)","34.28 (303319/8847)","- (2748/0)","0.92 (288184/312166)","0.23 (603098/2589719)",,,,,,,,,,,,,,,,,,,,,,,,,"e4484fce435aee8bf9d0c4519f504e58"
"c413d5f3e0a96a520cfbef3dca3f4bfb/deepvariant_HG002_15kb_20kb_52X_SequelII.vcf.gz","921705","4910065","3971756","0","456304","458454","21728","1823",,,"1.49 (2376420/1595336)","- (0/0)","1.84 (295505/160799)","1.74 (291242/167212)","21727.00 (21727/1)","1.00 (456304/458454)","0.24 (936486/3971756)",,,,,,,,,,,,,,,,,,,,,,,,,"c413d5f3e0a96a520cfbef3dca3f4bfb"
"c8effb072e18e3cb4d1f026503b7d39c/HG002.pindel_pass_decomposed_norm.vcf.gz","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c8effb072e18e3cb4d1f026503b7d39c"
"b2c6effcbc318f0a646863ee12f01bee/HG4_PBcR_MHAP.l100c500.no_ns.vcf.gz","0","11796","0","0","5047","4347","2402","0","10538","0","0","4667","3923","1948","- (0/0)","- (1258/0)","- (0/0)","- (0/0)","- (380/0)","- (424/0)","- (454/0)","1.16 (5047/4347)",,,,,,,,,,,,,,,,,,,,"b2c6effcbc318f0a646863ee12f01bee"
"96a14e4bdb28933f28a92c7dfe7c22de/HG005.GRCh38.deepvariant.vcf.gz","6349629","4951591","4016500","0","457485","453985","20514","3107",,,"1.25 (2232115/1784385)","- (0/0)","1.69 (287609/169876)","1.50 (272062/181923)","- (20514/0)","1.01 (457485/453985)","0.23 (931984/4016500)",,,,,,,,,,,,,,,,,,,,,,,,,"96a14e4bdb28933f28a92c7dfe7c22de"
"02798bea52433b22bd92ab51b2353962/HG2_ABas_Falc_0316.l100c500.no_ns.vcf.gz","0","13610","0","0","6759","4459","2392","0","9903","0","0","4941","3245","1717","- (0/0)","- (3707/0)","- (0/0)","- (0/0)","- (1818/0)","- (1214/0)","- (675/0)","1.52 (6759/4459)",,,,,,,,,,,,,,,,,,,,"02798bea52433b22bd92ab51b2353962"
"eab65f7468f3eaff21c1ebe70931ea6d/HG002.GRCh38_no_alt.sniffles.vcf","502","40253","0","0","0","14","21924","601","15671","2043","- (0/0)","0.03 (985/37225)","- (0/0)","- (0/0)","- (0/0)","0.00 (0/14)","0.01 (234/21690)","0.85 (277/324)","0.03 (474/15197)","0.00 (0/14)","- (21938/0)",,,,,,,,,,,,,,,,,,,,,"eab65f7468f3eaff21c1ebe70931ea6d"
"8e6ea124802d5fcf7f69004b30d04d17/HG002.commonlaw.deletions.bilkentuniv.082815_refalt_head.vcf.gz","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8e6ea124802d5fcf7f69004b30d04d17"
"f0d37cf89e8e9b6e7a4a513da714bf7c/HG2_ABas_Falc_0316.l100c500.vcf.gz","0","13872","0","0","6759","4491","2622","0","10163","0","0","4941","3277","1945","- (0/0)","- (3709/0)","- (0/0)","- (0/0)","- (1818/0)","- (1214/0)","- (677/0)","1.51 (6759/4491)",,,,,,,,,,,,,,,,,,,,"f0d37cf89e8e9b6e7a4a513da714bf7c"
"7d1321844aaa7ba07ba295ea64854b3e/NIST-hg001-7001-freebayes.vcf","901","52050","50411","708","402","490","39","0","23894","23894","0","0","0","0","5.23 (50624/9686)","1.70 (17722/10434)","1.68 (16632/9885)","3.34 (545/163)","0.93 (194/208)","1.97 (325/165)","2.00 (26/13)","0.82 (402/490)",,,,,,,,,,,,,,,,,,,,"7d1321844aaa7ba07ba295ea64854b3e"
"5d2d60928397590ffadf4579d3eea08b/HG003.pindel_pass_refalt_head.vcf.gz","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5d2d60928397590ffadf4579d3eea08b"
"18731a1ae96c3a2d0d3b0c1aa47f8e23/variants.vcf.gz","65751","7216","0","0","0","0","0","7216","0",,"2.41 (5097/2119)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","2.41 (5097/2119)","- (0/0)","- (0/0)",,,,,,,,,,,,,,,,,,,,,,,"18731a1ae96c3a2d0d3b0c1aa47f8e23"
"25638a511cd79fcde09c9af27143cb74/NA24149_hg19_10x_allSV_pass.corrchrom_refalt_head.vcf.gz","0","3671","0","3","1","3664","0","3","0",,"- (0/0)","2.23 (2536/1135)","- (0/0)","- (3/0)","- (1/0)","2.23 (2530/1134)","- (0/0)","2.00 (2/1)","0.00 (1/3664)","1221.67 (3665/3)",,,,,,,,,,,,,,,,,,,,,,"25638a511cd79fcde09c9af27143cb74"
"97e30c0362d520eb5fd1bb05e46f7eda/HG2_PBcR_MHAP.l100c500.no_ns_refalt_head.vcf.gz","0","8385","0","0","3991","3173","1221","0","3470","0","0","417","2013","1040","- (0/0)","- (4915/0)","- (0/0)","- (0/0)","- (3574/0)","- (1160/0)","- (181/0)","1.26 (3991/3173)",,,,,,,,,,,,,,,,,,,,"97e30c0362d520eb5fd1bb05e46f7eda"
"7de5219f15475ae3beebaaee456d56c1/HG2_IFid_pseu2.1_0118.l100c500.vcf.gz","0","19803","0","0","5780","7819","6204","0","19652","0","0","5715","7763","6174","- (0/0)","- (151/0)","- (0/0)","- (0/0)","- (65/0)","- (56/0)","- (30/0)","0.74 (5780/7819)",,,,,,,,,,,,,,,,,,,,"7de5219f15475ae3beebaaee456d56c1"
"ebe657f1034aa4f088a518fe64abfb44/HG2_NGha_DIS_0916.l100c500.vcf.gz","0","2256","0","0","848","1073","335","0","2177","0","0","815","1054","308","- (0/0)","- (79/0)","- (0/0)","- (0/0)","- (33/0)","- (19/0)","- (27/0)","0.79 (848/1073)",,,,,,,,,,,,,,,,,,,,"ebe657f1034aa4f088a518fe64abfb44"
"073035612b7873947440cdbdf19ba369/hg19.HG003.pbsv_refalt_head.vcf.gz","0","20289","0","0","12077","8212","0","0",,,"- (0/0)","- (0/0)","5.51 (10222/1855)","3.18 (6248/1964)","- (0/0)","1.47 (12077/8212)","- (20289/0)",,,,,,,,,,,,,,,,,,,,,,,,,"073035612b7873947440cdbdf19ba369"
"d76143679926dbf36f34fe3bab4df035/NA24143.GRCh38.phased_variants.vcf.gz","1635475","4733162","3897056","0","404715","420423","10968","0",,,"1.60 (2911781/1821381)","1.60 (2399648/1497408)","- (0/0)","1.36 (232979/171736)","1.76 (268186/152237)","- (10968/0)","0.96 (404715/420423)","0.21 (836106/3897056)",,,,,,,,,,,,,,,,,,,,,,,,"d76143679926dbf36f34fe3bab4df035"
