"location","failed filters","passed filters","snps","mnps","insertions","deletions","indels","breakends","symbolic svs","same as reference","phased genotypes","snp transitions/transversions","total het/hom ratio","snp het/hom ratio","mnp het/hom ratio","insertion het/hom ratio","deletion het/hom ratio","indel het/hom ratio","breakend het/hom ratio","symbolic sv het/hom ratio","insertion/deletion ratio","indel/snp+mnp ratio","partial genotype","total haploid","haploid snps","haploid mnps","haploid insertions","haploid deletions","haploid indels","no genotypes","missing genotype","sample name","haploid symbolic svs","complex called","de novo genotypes","total polyploid","polyploid snps","polyploid mnps","polyploid insertions","polyploid deletions","polyploid indels","md5key"
"9d1461e17d169588e07e2bfa86217088/150424-HG005-Homogeneity-FCA-Combined_S1.SV.vcf","1509","6089","0","1","1010","3075","997","50","956","0","- (0/0)","2.43 (4312/1777)","- (0/0)","0.00 (0/1)","1.92 (664/346)","2.31 (2145/930)","2.41 (705/292)","- (50/0)","3.60 (748/208)","0.33 (1010/3075)","5082.00 (5082/1)",,,,,,,,,,,,,,,,,,,,,"9d1461e17d169588e07e2bfa86217088"
"5ccfa069977625cd21078159af66c6fa/manta.HG004.vcf.gz","2583","13742","0","0","2007","3850","1648","3800","2437","0","- (0/0)","1.92 (9031/4711)","- (0/0)","- (0/0)","0.53 (694/1313)","1.56 (2348/1502)","1.25 (917/731)","4.29 (3082/718)","4.45 (1990/447)","0.52 (2007/3850)","- (7505/0)",,,,,,,,,,,,,,,,,,,,,"5ccfa069977625cd21078159af66c6fa"
"2584029d01edc4b8afbbc3efa1491744/HG2_Dovetail_DISCOVAR.l100c500.no_ns_refalt_head.vcf.gz","0","9018","0","0","5046","3253","719","0","4157","0","0","1104","2392","661","- (0/0)","- (4861/0)","- (0/0)","- (0/0)","- (3942/0)","- (861/0)","- (58/0)","1.55 (5046/3253)",,,,,,,,,,,,,,,,,,,,"2584029d01edc4b8afbbc3efa1491744"
"64c2a2fffece528bf41b51f4fcd91546/HG003.140701_D00360_0032_AHA0KGADXX.realigned.recalibrated.lumpy_withID_gt19bp.sort.vcf.gz","0","1331","0","0","0","0","0","0","1331",,"- (0/0)","- (0/0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64c2a2fffece528bf41b51f4fcd91546"
"ed8e1746452276cdba817826c1e3d91c/highConfidenceSvEventsBeta-GS000037263-ASM_filt_withID_gt19bp.sort.vcf.gz","1875","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ed8e1746452276cdba817826c1e3d91c"
"5bbda0c26afe8af260c69a55d458c761/HG005.CHM13Y_EBV.svim-asm.vcf.gz","51","40533","0","24","19840","20346","0","280","43","0","- (0/0)","3.20 (30881/9652)","- (0/0)","3.80 (19/5)","3.20 (15120/4720)","3.14 (15436/4910)","- (0/0)","19.00 (266/14)","13.33 (40/3)","0.98 (19840/20346)","1674.42 (40186/24)",,,,,,,,,,,,,,,,,,,,,"5bbda0c26afe8af260c69a55d458c761"
"bbc1be7575c2b8c1e3e16d0d6bdf7ef5/HG001.hs37d5.gatkhc.vcf.gz","1082329","4595710","3797114","0","396790","373053","12037","193","16523",,"1.69 (2887312/1708205)","1.60 (2335937/1461177)","- (0/0)","1.84 (257272/139518)","2.47 (265543/107510)","- (12037/0)","1.06 (396790/373053)","0.21 (781880/3797114)",,,,,,,,,,,,,,,,,,,,,,,,"bbc1be7575c2b8c1e3e16d0d6bdf7ef5"
"343dd837f536c92b8695c12b6610333e/NA12878_GRCh38_large_svs.vcf.gz","14065","35","0","0","0","0","0","10","25","0","- (34/0)","- (0/0)","16.50 (33/2)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","- (10/0)","11.50 (23/2)","- (0/0)","- (0/0)",,,,,,,,,,,,,,,,,,,,"343dd837f536c92b8695c12b6610333e"
"f0da573a51c551ca974da97497cf292f/tp-base.vcf","0","7120","0","0","3645","2868","607","0",,,"- (0/0)","- (0/0)","0.79 (1611/2034)","1.34 (1642/1226)","1.50 (364/243)","1.27 (3645/2868)","- (7120/0)",,,,,,,,,,,,,,,,,,,,,,,,,"f0da573a51c551ca974da97497cf292f"
"a50b3d1af147ee5bf699442c8cd75a32/HG2_10X_pseu2.1_0916.l100c500.no_ns.vcf.gz","0","11570","0","0","2451","7506","1613","0","11551","0","0","2442","7497","1612","- (0/0)","- (19/0)","- (0/0)","- (0/0)","- (9/0)","- (9/0)","- (1/0)","0.33 (2451/7506)",,,,,,,,,,,,,,,,,,,,"a50b3d1af147ee5bf699442c8cd75a32"
"05b3fd25334f010d5216d5a685aff2c4/HG2_10X_pseu2.1_0916.l100c500.vcf.gz","0","12588","0","0","2764","7556","2268","0","12568","0","0","2754","7547","2267","- (0/0)","- (20/0)","- (0/0)","- (0/0)","- (10/0)","- (9/0)","- (1/0)","0.37 (2764/7556)",,,,,,,,,,,,,,,,,,,,"05b3fd25334f010d5216d5a685aff2c4"
"06fe8c8f702171f19a1658e6650a9af4/NIST_RTG_PlatGen_merged_highconfidence_v0.2.primitives.vcf.gz","0","3392227","686756","2943080","0","211431","217505","20211","0","222","63.7% (2160932/3392227)","2.10 (2752470/1312304)","1.67 (2119491/1272736)","1.63 (1822194/1120886)","- (0/0)","1.81 (136159/75272)","1.99 (144744/72761)","4.29 (16394/3817)","0.97 (211431/217505)","0.15 (449147/2943080)",,,,,,,,,,,,,,,,,,,,,,"06fe8c8f702171f19a1658e6650a9af4"
"20ea571b4d33baef30018253b9ea09cc/HG003_250bp_fermikit.sv.vcf.gz","1762","7959","7959",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20ea571b4d33baef30018253b9ea09cc"
"33827980cfc84447e31b52ae6dd4ea9c/HG005.CHM13Y_EBV.deepvariant.vcf.gz","4289871","6120137","5103560","0","497569","496219","20990","1799",,,"1.51 (3071291/2032269)","- (0/0)","1.84 (322467/175102)","1.83 (321059/175160)","10494.00 (20988/2)","1.00 (497569/496219)","0.20 (1014778/5103560)",,,,,,,,,,,,,,,,,,,,,,,,,"33827980cfc84447e31b52ae6dd4ea9c"
"b102c142d7d1089a610074f0c22f4c7b/HG2_p_and_a_ctg_Sep2016.l100c500.vcf.gz","0","12955","0","0","6463","4128","2364","0","9895","0","0","4917","3158","1820","- (0/0)","- (3060/0)","- (0/0)","- (0/0)","- (1546/0)","- (970/0)","- (544/0)","1.57 (6463/4128)",,,,,,,,,,,,,,,,,,,,"b102c142d7d1089a610074f0c22f4c7b"
"aae98df4b49b416864a81b506955a063/AmpliseqExome.20141120.NA24149.vcf","0","38641","36919","286","654","775","7","0",,,"1.62 (22805/14114)","1.95 (189/97)","1.25 (363/291)","1.85 (503/272)","- (7/0)","0.84 (654/775)","0.04 (1436/37205)",,,,,,,,,,,,,,,,,,,,,,,,,"aae98df4b49b416864a81b506955a063"
"14696a41a92f7be7d54fd619a2bc62b8/NA24385_LongRanger_snpindel.vcf.gz","1939732","4632743","3828739","0","383166","411871","8967","0",,,"1.50 (2780263/1852480)","1.51 (2301817/1526922)","- (0/0)","1.27 (214550/168616)","1.62 (254929/156942)","- (8967/0)","0.93 (383166/411871)","0.21 (804004/3828739)",,,,,,,,,,,,,,,,,,,,,,,,"14696a41a92f7be7d54fd619a2bc62b8"
"81b2daf4ffa6499310e8cefed1da5660/150430-HG005-Homogeneity-FCA-Combined_S1.SV.vcf","1468","6165","0","0","1013","3111","1013","50","978","0","- (0/0)","2.52 (4413/1752)","- (0/0)","- (0/0)","1.93 (667/346)","2.43 (2203/908)","2.48 (722/291)","- (50/0)","3.72 (771/207)","0.33 (1013/3111)","- (5137/0)",,,,,,,,,,,,,,,,,,,,,"81b2daf4ffa6499310e8cefed1da5660"
"bb4cf659941d820a796d2d3780b6a339/HG002_250bp_50x_fermikit.sv_decomposed_norm.vcf.gz","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bb4cf659941d820a796d2d3780b6a339"
"107057834fa11201348706497d05699d/NIST-hg001-7001-b-ensemble.vcf","778","29440","28385","0","480","567","8","0","9","9","0","0","0","0","2.78 (28532/10254)","1.72 (18593/10838)","1.73 (17994/10382)","- (0/0)","1.05 (246/234)","1.55 (345/222)","- (8/0)","0.85 (480/567)",,,,,,,,,,,,,,,,,,,,"107057834fa11201348706497d05699d"
"2e2853600d56c32f7be3f872c18d679c/HG002.140528_D00360_0018_AH8VC6ADXX.realigned.recalibrated.lumpy_refalt_head.vcf.gz","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2e2853600d56c32f7be3f872c18d679c"
"12dfd42a43105eb9cda100321d25c71b/GM24631_ChineseTrioSon_hg19_deletions.vcf.gz","50","3776","0","0","0","0","0","34","3742","0","- (2980/0)","- (0/0)","1.57 (2309/1467)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","7.50 (30/4)","1.56 (2279/1463)","- (0/0)","- (0/0)",,,,,,,,,,,,,,,,,,,,"12dfd42a43105eb9cda100321d25c71b"
"2b9a0c5e2ef4ced6290080f3e2113d68/HG004.pindel_pass_decomposed_norm.vcf.gz","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2b9a0c5e2ef4ced6290080f3e2113d68"
"1fc35929ab362133c2bf7a25b421b904/HG2_10X_PacBio_hap2.l100c500.no_ns.vcf.gz","0","9988","0","0","4799","3380","1809","0","9972","0","0","4793","3374","1805","- (0/0)","- (16/0)","- (0/0)","- (0/0)","- (6/0)","- (6/0)","- (4/0)","1.42 (4799/3380)",,,,,,,,,,,,,,,,,,,,"1fc35929ab362133c2bf7a25b421b904"
"1e81a02351ad351bbb70d61ee2d569e9/all_reads.fa.giab_h002_ngmlr-0.2.3_mapped.bam.sniffles1kb_auto_noalts_refalt_head.vcf.gz","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1e81a02351ad351bbb70d61ee2d569e9"
"a19e4bac4cd947857d37b5c5d41cd50f/NA12878_GRCh38_deletions.vcf.gz","47","3304","0","0","0","0","0","58","3246","0","- (2522/0)","- (0/0)","3.31 (2538/766)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","8.67 (52/6)","3.27 (2486/760)","- (0/0)","- (0/0)",,,,,,,,,,,,,,,,,,,,"a19e4bac4cd947857d37b5c5d41cd50f"
"976e31f9f91cb38210ec553c562c74aa/NA24385.phased_variants.reformatted.vcf.gz","935146","804222","218","0","383166","411871","8967","0",,,"1.47 (478458/325764)","0.06 (12/206)","- (0/0)","1.27 (214550/168616)","1.62 (254929/156942)","- (8967/0)","0.93 (383166/411871)","3688.09 (804004/218)",,,,,,,,,,,,,,,,,,,,,,,,"976e31f9f91cb38210ec553c562c74aa"
"757384c7db012c9de5004be8c4ec0f73/HG2_pseudohap2.2.l100c500.no_ns.vcf.gz","0","11609","0","0","2484","7535","1590","0","11588","0","0","2475","7525","1588","- (0/0)","- (21/0)","- (0/0)","- (0/0)","- (9/0)","- (10/0)","- (2/0)","0.33 (2484/7535)",,,,,,,,,,,,,,,,,,,,"757384c7db012c9de5004be8c4ec0f73"
"ad933385fe3a8e75f0b2ab3acdd2962d/NA24385.GRCh37.phased_variants.reformatted.vcf.gz","977270","842517","353","0","406909","423994","11261","0",,,"1.56 (513853/328664)","0.08 (25/328)","- (0/0)","1.37 (235049/171860)","1.71 (267518/156476)","- (11261/0)","0.96 (406909/423994)","2385.73 (842164/353)",,,,,,,,,,,,,,,,,,,,,,,,"ad933385fe3a8e75f0b2ab3acdd2962d"
"d294bc346c91db7d039ba65b3ac8bc67/HG2_10X_PBhap2_1117.l100c500.no_ns.vcf.gz","0","9961","0","0","4783","3396","1782","0","9934","0","0","4771","3388","1775","- (0/0)","- (27/0)","- (0/0)","- (0/0)","- (12/0)","- (8/0)","- (7/0)","1.41 (4783/3396)",,,,,,,,,,,,,,,,,,,,"d294bc346c91db7d039ba65b3ac8bc67"
"b14402d23bb56dc8cece0a6b44e77a0f/HG4_Dovetail_Falcon.l100c500.no_ns.vcf.gz","0","13476","0","0","6499","4268","2709","0","8641","0","0","4239","2715","1687","- (0/0)","- (4835/0)","- (0/0)","- (0/0)","- (2260/0)","- (1553/0)","- (1022/0)","1.52 (6499/4268)",,,,,,,,,,,,,,,,,,,,"b14402d23bb56dc8cece0a6b44e77a0f"
"9e743ed8e4a81b0db57d2eec8a8868be/NA24385.phased_variants.reformatted.vcf.gz","546224","405276","218","0","383166","12925","8967","0",,,"1.39 (235368/169908)","0.06 (12/206)","- (0/0)","1.27 (214550/168616)","10.90 (11839/1086)","- (8967/0)","29.65 (383166/12925)","1858.06 (405058/218)",,,,,,,,,,,,,,,,,,,,,,,,"9e743ed8e4a81b0db57d2eec8a8868be"
"647312576a845070286b0bc06f2d82ef/hg19.HG002.pbsv.vcf.gz","0","20635","0","0","12212","8423","0","0",,,"- (0/0)","- (0/0)","5.87 (10435/1777)","3.33 (6479/1944)","- (0/0)","1.45 (12212/8423)","- (20635/0)",,,,,,,,,,,,,,,,,,,,,,,,,"647312576a845070286b0bc06f2d82ef"
"cae16249d03f2a280b9235496c45d6ce/HG2_IFid_mega_0318.l100c500.no_ns.vcf.gz","0","14436","0","0","3071","9372","1993","0","11171","0","0","1875","7722","1574","- (0/0)","- (3265/0)","- (0/0)","- (0/0)","- (1196/0)","- (1650/0)","- (419/0)","0.33 (3071/9372)",,,,,,,,,,,,,,,,,,,,"cae16249d03f2a280b9235496c45d6ce"
"28ac8c8121fdf020ca5a9d78d1e61b9f/tp-base.vcf","0","7443","0","0","3863","2941","639","0",,,"- (0/0)","- (0/0)","0.79 (1699/2164)","1.35 (1690/1251)","1.42 (375/264)","1.31 (3863/2941)","- (7443/0)",,,,,,,,,,,,,,,,,,,,,,,,,"28ac8c8121fdf020ca5a9d78d1e61b9f"
"30ee0d238a8d5652cbf8eb1b2c77fb16/NA24149_GRCh38_phased_variants.vcf.gz","1054475","4695980","3928677","0","356933","404986","5244","140",,,"1.50 (2818923/1876917)","1.52 (2369455/1559222)","- (0/0)","1.23 (197089/159844)","1.57 (247214/157772)","65.38 (5165/79)","0.88 (356933/404986)","0.20 (767163/3928677)",,,,,,,,,,,,,,,,,,,,,,,,"30ee0d238a8d5652cbf8eb1b2c77fb16"
"d17816e3cced5daf9f45ed08c1eeb4b5/father_hap_refsplit20160129_1kb_bionano_withID_gt19bp.sort.vcf.gz","3686","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"d17816e3cced5daf9f45ed08c1eeb4b5"
"30d2410b07aec459575b421fcec41e92/HG2_MCha_h0pol_0218.l100c500.vcf.gz","0","11556","0","0","5659","4329","1568","0","11471","0","0","5626","4294","1551","- (0/0)","- (85/0)","- (0/0)","- (0/0)","- (33/0)","- (35/0)","- (17/0)","1.31 (5659/4329)",,,,,,,,,,,,,,,,,,,,"30d2410b07aec459575b421fcec41e92"
"0dea9f659822a858069cac6f57b0bf86/HG2_ORod_PBBio_0417.l100c500.vcf.gz","0","10353","0","0","5672","3396","1285","0","10308","0","0","5653","3380","1275","- (0/0)","- (45/0)","- (0/0)","- (0/0)","- (19/0)","- (16/0)","- (10/0)","1.67 (5672/3396)",,,,,,,,,,,,,,,,,,,,"0dea9f659822a858069cac6f57b0bf86"
"b58766d18e6c43ab8777dcc0306db1b2/HG002.GRCh38_no_alt.deepvariant.vcf.gz","2353948","5578458","4583413","0","483969","487123","22594","1359",,,"1.49 (2743426/1839987)","- (0/0)","1.80 (311150/172819)","1.80 (313227/173896)","- (22594/0)","0.99 (483969/487123)","0.22 (993686/4583413)",,,,,,,,,,,,,,,,,,,,,,,,,"b58766d18e6c43ab8777dcc0306db1b2"
"c7a6fbd45e7db3640be32bef63a01f03/trio2.Assemblytics_structural_variants.sorted_refalt_head.vcf.gz","0","29075","29075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c7a6fbd45e7db3640be32bef63a01f03"
"fb8b5918d4abc0c86c911f6344cf7ce8/HG004.pbmm2.GRCh38.gatk.MAPQ10.vcf.gz","324770","4747859","3931403","0","385878","400413","12581","300","17284",,"1.72 (2999357/1748202)","1.66 (2454522/1476881)","- (0/0)","1.83 (249499/136379)","1.97 (265471/134942)","- (12581/0)","0.96 (385878/400413)","0.20 (798872/3931403)",,,,,,,,,,,,,,,,,,,,,,,,"fb8b5918d4abc0c86c911f6344cf7ce8"
"54b48357281b1c04288b024389ab1075/NA24143.GRCh38.large_svs.vcf.gz","9636","202","0","0","0","0","0","8","194","0","- (20/0)","- (0/0)","66.33 (199/3)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","3.00 (6/2)","193.00 (193/1)","- (0/0)","- (0/0)",,,,,,,,,,,,,,,,,,,,"54b48357281b1c04288b024389ab1075"
"bae94c934026a251e43790adbd5d7f0a/HG002.pindel_pass_withID_gt19bp.sort.vcf.gz","0","5657","0","0","0","0","0","1729","3928",,"16.12 (1628/101)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","16.12 (1628/101)","- (0/0)","- (0/0)",,,,,,,,,,,,,,,,,,,,,,,"bae94c934026a251e43790adbd5d7f0a"
"490a6707be567fc4a980640e0fbdd617/HG001.GRCh38.gatkhc.vcf.gz","1093149","4688864","3883304","0","400200","376321","12089","193","16757",,"1.69 (2942556/1746115)","1.59 (2385874/1497430)","- (0/0)","1.85 (259793/140407)","2.48 (268043/108278)","- (12089/0)","1.06 (400200/376321)","0.20 (788610/3883304)",,,,,,,,,,,,,,,,,,,,,,,,"490a6707be567fc4a980640e0fbdd617"
"633f604f6cd4a075df18c1ae2056e4b7/HG003.140701_D00360_0032_AHA0KGADXX.realigned.recalibrated.breakseq.vcf","207","2113","0","0","0","0","0","2113","0",,"5.79 (1802/311)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","5.79 (1802/311)","- (0/0)","- (0/0)",,,,,,,,,,,,,,,,,,,,,,,"633f604f6cd4a075df18c1ae2056e4b7"
"2593e13857fbf72b11c4e1b54e1eac19/HG2_ORod_raw.02_0518.l100c500.vcf.gz","0","11374","0","0","6030","3736","1608","0","11180","0","0","5945","3662","1573","- (0/0)","- (194/0)","- (0/0)","- (0/0)","- (85/0)","- (74/0)","- (35/0)","1.61 (6030/3736)",,,,,,,,,,,,,,,,,,,,"2593e13857fbf72b11c4e1b54e1eac19"
"57f122585ded5537fe4c1c9fb6251203/HG002_ALLCHROM_hs37d5_novoalign_Ilmn150bp300X_GATKHC_delgt19.vcf","0","18086","0","0","0","17631","455","0",,,"- (0/0)","- (0/0)","- (0/0)","2.92 (13137/4494)","- (455/0)","0.00 (0/17631)","- (18086/0)",,,,,,,,,,,,,,,,,,,,,,,,,"57f122585ded5537fe4c1c9fb6251203"
"9df1401c98b1815b3123e25dc359dfdf/HG3_Dovetail_DISCOVAR.l100c500.no_ns.vcf.gz","0","14470","0","0","9180","4263","1027","0","14464","0","0","9178","4261","1025","- (0/0)","- (6/0)","- (0/0)","- (0/0)","- (2/0)","- (2/0)","- (2/0)","2.15 (9180/4263)",,,,,,,,,,,,,,,,,,,,"9df1401c98b1815b3123e25dc359dfdf"
"1b7370dfb453e4e422f0fb206ca5da9c/HG002.pindel_pass_refalt_head.vcf.gz","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1b7370dfb453e4e422f0fb206ca5da9c"
"a2165d44ade54a9039a163c1986a0ee0/HG002.hifiasm_mat.svim.vcf","4346","156969","0","0","0","0","0","18545","0","138424","- (0/0)","166.07 (18434/111)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","166.07 (18434/111)","- (0/0)","- (0/0)",,,,,,,,,,,,,,,,,,,,,,"a2165d44ade54a9039a163c1986a0ee0"
"10767392a715eaf062397916d65e077c/fn_del_nonTR.vcf.gz","0","341","0","0","0","301","40","0",,,"- (0/0)","- (0/0)","- (0/0)","4.68 (248/53)","3.00 (30/10)","0.00 (0/301)","- (341/0)",,,,,,,,,,,,,,,,,,,,,,,,,"10767392a715eaf062397916d65e077c"
"305dbd34f10847df505d4f80a74e3ad3/NISTIntegratedCalls_14datasets_131103_allcall_UGHapMerge_HetHomVarAll_VQSRv2.18_all.primitives.vcf.gz","2413360","3877701","3581839","0","138946","154957","1951","8",,,"1.36 (2237671/1640022)","1.51 (2156774/1425065)","- (0/0)","0.39 (38644/100302)","0.35 (40304/114653)","974.50 (1949/2)","0.90 (138946/154957)","0.08 (295854/3581839)",,,,,,,,,,,,,,,,,,,,,,,,"305dbd34f10847df505d4f80a74e3ad3"
"be144f30c8766e5ad85bf82e3e96e45b/HG2_IFid_pseu2.2_0118.l100c500.no_ns.vcf.gz","0","11928","0","0","2492","7864","1572","0","11823","0","0","2460","7811","1552","- (0/0)","- (105/0)","- (0/0)","- (0/0)","- (32/0)","- (53/0)","- (20/0)","0.32 (2492/7864)",,,,,,,,,,,,,,,,,,,,"be144f30c8766e5ad85bf82e3e96e45b"
"27b472dd40f1e17b35adedbff34aa1b9/RTG.hg19.10x.trio-whatshap.vcf.gz","7255","6362310","1632061",,"3927476","60471","367681","352222","151603","1502857","40.5% (2576283/6362310)","1.95 (3501165/1792786)","1.97 (3220798/1638655)","1.88 (2565104/1362372)","3.40 (46733/13738)","2.04 (246759/120922)","2.01 (235289/116933)","5.14 (126913/24690)","1.04 (367681/352222)","0.22 (871506/3987947)",,,,,,,,,,,,,,,,,,,,,,"27b472dd40f1e17b35adedbff34aa1b9"
"b7886f919a7f5228dbda444d55da3e0f/HG003_Krunch_all_refalt_head.vcf.gz","0","26984","24274","0","0","0","0","0","0","2710","- (0/0)","- (0/0)","- (0/0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"b7886f919a7f5228dbda444d55da3e0f"
"cdcd3429ed8b9b88641ef8b2f7ad0ebb/NA24694_LongRanger_large_svs.vcf.gz","6464","34","0","0","0","0","0","6","28","0","- (20/0)","- (0/0)","3.86 (27/7)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","- (0/0)","0.50 (2/4)","8.33 (25/3)","- (0/0)","- (0/0)",,,,,,,,,,,,,,,,,,,,"cdcd3429ed8b9b88641ef8b2f7ad0ebb"
"c2cdf53f09652f11a4d2e3e624ff4dd6/HG003_NIST_150bp_50x_fermikit.sv_refalt_head.vcf.gz","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c2cdf53f09652f11a4d2e3e624ff4dd6"
"b6519d50b5aa418c49618ee9fe9f0572/HG2_10X_pseu2.2_0916.l100c500.vcf.gz","0","12607","0","0","2765","7547","2295","0","12586","0","0","2756","7537","2293","- (0/0)","- (21/0)","- (0/0)","- (0/0)","- (9/0)","- (10/0)","- (2/0)","0.37 (2765/7547)",,,,,,,,,,,,,,,,,,,,"b6519d50b5aa418c49618ee9fe9f0572"
"6d3f1c180a77e6433aa7fd7e63fb7206/hg19.HG004.pbsv.vcf.gz","0","20647","0","0","12296","8351","0","0",,,"- (0/0)","- (0/0)","5.86 (10503/1793)","3.57 (6525/1826)","- (0/0)","1.47 (12296/8351)","- (20647/0)",,,,,,,,,,,,,,,,,,,,,,,,,"6d3f1c180a77e6433aa7fd7e63fb7206"
"5efcf466d3ef8191fa508132fd1507a2/bwa_freebayes.vcf.gz","3327561","5428429",,"3571754","0","210448","250279","5111","1390837",,"83796","73818","0","4567","5404","7","2.06 (3332127/1615763)","1.56 (2407599/1546197)","1.54 (2122949/1374987)","- (0/0)","1.61 (126940/78941)","1.66 (152781/92094)",,,,,,,,,,,,,,,,,,,,"5efcf466d3ef8191fa508132fd1507a2"
"296a19722e78116bb4888c79623c8e6d/150424-HG005-Homogeneity-FCA-Combined_S1.vcf","393121","4219843","3608613","512","296108","292410","22200","0","2592","2592","0","0","0","0","2.06 (3469594/1680402)","1.38 (2445463/1771788)","1.34 (2065813/1540208)","2.30 (357/155)","1.50 (177638/118470)","1.67 (183083/109327)","5.12 (18572/3628)","1.01 (296108/292410)",,,,,,,,,,,,,,,,,,,,"296a19722e78116bb4888c79623c8e6d"
"67e0946359b7fb66a287f6ec538b8a9d/fn_ins_nonTR.vcf.gz","0","2469","0","0","2199","0","270","0",,,"- (0/0)","- (0/0)","1.40 (1281/918)","- (0/0)","1.60 (166/104)","- (2199/0)","- (2469/0)",,,,,,,,,,,,,,,,,,,,,,,,,"67e0946359b7fb66a287f6ec538b8a9d"
"b122b233d4024fa1acb4b923674a9d5f/HG002_ALLCHROM_hs37d5_novoalign_Ilmn150bp300X_FB_delgt19.vcf","0","8205","0","0","0","7035","1170","0",,,"- (0/0)","- (0/0)","- (0/0)","2.11 (4774/2261)","4.11 (941/229)","0.00 (0/7035)","- (8205/0)",,,,,,,,,,,,,,,,,,,,,,,,,"b122b233d4024fa1acb4b923674a9d5f"
"781c9f5e01e2dd494f33185eb02a6cf5/HG2_10X_pseu2.1_0916.l100c500.vcf.gz","0","12588","0","0","2733","7517","2338","0","12569","0","0","2724","7508","2337","- (0/0)","- (19/0)","- (0/0)","- (0/0)","- (9/0)","- (9/0)","- (1/0)","0.36 (2733/7517)",,,,,,,,,,,,,,,,,,,,"781c9f5e01e2dd494f33185eb02a6cf5"
"e033464d8eba9cd877fe1be24ec6e976/150430-HG005-Homogeneity-FCA-Combined_S1.genome.vcf.gz","24185439","534545931","3601769","531","291340","289346","22041","530340381","523","2486","2486","0","0","0","0","2.07 (3462875/1676816)","1.38 (2438942/1763599)","1.34 (2062528/1536755)","2.34 (372/159)","1.53 (176065/115275)","1.68 (181523/107823)","5.14 (18454/3587)",,,,,,,,,,,,,,,,,,,,"e033464d8eba9cd877fe1be24ec6e976"
"a8bc5c9d9b62ee929209ab7fd2ce12a0/HG002.140528_D00360_0018_AH8VC6ADXX.realigned.recalibrated.cnvnator_refalt_head.vcf.gz","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a8bc5c9d9b62ee929209ab7fd2ce12a0"
"9c4995387a23414a7ef203241b30908b/HG003Run03_S1.CNV.vcf","0","348","348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9c4995387a23414a7ef203241b30908b"
"ceb5007ba21da017d5296acd07d6331d/HG002.svaba.germline.indelgt19.vcf.gz","0","26253","0","0","10558","15695","0","0",,,"- (0/0)","- (0/0)","11.26 (9697/861)","7.86 (13924/1771)","- (0/0)","0.67 (10558/15695)","- (26253/0)",,,,,,,,,,,,,,,,,,,,,,,,,"ceb5007ba21da017d5296acd07d6331d"
"ae6e678e5442ee66056a3ce7f36b23a8/NA24385_phased_variants.vcf.gz","0","3592859","3216063","0","185299","189144","2353","0",,,"1.47 (2135848/1457011)","1.44 (1898969/1317094)","- (0/0)","1.55 (112670/72629)","1.81 (121856/67288)","- (2353/0)","0.98 (185299/189144)","0.12 (376796/3216063)",,,,,,,,,,,,,,,,,,,,,,,,"ae6e678e5442ee66056a3ce7f36b23a8"
"7030a03b15c8c80c0007b32ebe2b3e13/HG002.commonlaw.deletions.bilkentuniv.082815.vcf.gz","0","816","816",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7030a03b15c8c80c0007b32ebe2b3e13"
"757f14525b6910428cf4f1eb79f8f2c5/NA24149.dels.reformatted.vcf.gz","58","4005","0","0","0","4005","0","0",,,"1.33 (2289/1716)","- (0/0)","- (0/0)","- (0/0)","1.33 (2289/1716)","- (0/0)","0.00 (0/4005)","- (4005/0)",,,,,,,,,,,,,,,,,,,,,,,,"757f14525b6910428cf4f1eb79f8f2c5"
